id,display_name,works_count,h_index,country_code,works_api_url
A5068508539,Chris Callison-Burch,381,61,US,https://api.openalex.org/works?filter=author.id:A5068508539
A5052644159,Tanya Y. Tian,3,2,US,https://api.openalex.org/works?filter=author.id:A5052644159
A5081967253,Naim Bro,17,5,CL,https://api.openalex.org/works?filter=author.id:A5081967253
A5065476982,Benjamin Q. Huynh,37,14,US,https://api.openalex.org/works?filter=author.id:A5065476982
A5039940068,Charles Axelsson,4,4,IT,https://api.openalex.org/works?filter=author.id:A5039940068
A5024795472,Éric Gilbert,207,56,US,https://api.openalex.org/works?filter=author.id:A5024795472
A5005442951,Shanglin Yang,60,9,CN,https://api.openalex.org/works?filter=author.id:A5005442951
A5011732280,Masanori Takano,70,8,JP,https://api.openalex.org/works?filter=author.id:A5011732280
A5026949435,Zachary Robertson,22,6,,https://api.openalex.org/works?filter=author.id:A5026949435
A5074144967,Samuel Thomas Donahue,3,2,US,https://api.openalex.org/works?filter=author.id:A5074144967
A5088178289,Fiona Anting Tan,19,6,SG,https://api.openalex.org/works?filter=author.id:A5088178289
A5035791917,Michiel A. Bakker,51,16,GB,https://api.openalex.org/works?filter=author.id:A5035791917
A5040957572,Sebastian Stier,107,25,DE,https://api.openalex.org/works?filter=author.id:A5040957572
A5087854473,Negar Kamali,12,5,MA,https://api.openalex.org/works?filter=author.id:A5087854473
A5000868394,Eaman Jahani,38,10,US,https://api.openalex.org/works?filter=author.id:A5000868394
A5041252321,Stuart Soroka,282,55,US,https://api.openalex.org/works?filter=author.id:A5041252321
A5062842171,Shang‐Tian Yang,370,74,US,https://api.openalex.org/works?filter=author.id:A5062842171
A5007746083,Daniel G. Goldstein,236,53,,https://api.openalex.org/works?filter=author.id:A5007746083
A5088993890,Philip J. Cozzolino,23,14,US,https://api.openalex.org/works?filter=author.id:A5088993890
A5050716607,Zachary Horne,77,14,GB,https://api.openalex.org/works?filter=author.id:A5050716607
A5006241333,Benjamin Jones,569,46,US,https://api.openalex.org/works?filter=author.id:A5006241333
A5090663249,Diogo Pacheco,43,9,US,https://api.openalex.org/works?filter=author.id:A5090663249
A5082461253,Johan Bollen,167,39,US,https://api.openalex.org/works?filter=author.id:A5082461253
A5112309835,Pierre‐Yves Oudeyer,330,41,FR,https://api.openalex.org/works?filter=author.id:A5112309835
A5029104172,Alex Rutherford,53,13,DE,https://api.openalex.org/works?filter=author.id:A5029104172
A5026909061,Filipi Alexandre do Nascimento Silva,18,3,BR,https://api.openalex.org/works?filter=author.id:A5026909061
A5100385834,Yuxin Liu,82,30,SG,https://api.openalex.org/works?filter=author.id:A5100385834
A5070221432,Patrick Gildersleve,12,5,GB,https://api.openalex.org/works?filter=author.id:A5070221432
A5024307786,Miho Tanaka,273,35,JP,https://api.openalex.org/works?filter=author.id:A5024307786
A5022754313,Hause Lin,75,16,US,https://api.openalex.org/works?filter=author.id:A5022754313
A5002809454,Daniel A. McFarland,108,37,US,https://api.openalex.org/works?filter=author.id:A5002809454
A5027021407,Paul Bouchaud,14,3,FR,https://api.openalex.org/works?filter=author.id:A5027021407
A5032045336,Yue J. He,2,1,US,https://api.openalex.org/works?filter=author.id:A5032045336
A5007924006,Aria Pessianzadeh,2,1,US,https://api.openalex.org/works?filter=author.id:A5007924006
A5083437430,Camelia E. Hostinar,82,32,US,https://api.openalex.org/works?filter=author.id:A5083437430
A5033208803,Tom Theile,18,5,DE,https://api.openalex.org/works?filter=author.id:A5033208803
A5081689937,Hyunuk Kim,348,51,KR,https://api.openalex.org/works?filter=author.id:A5081689937
A5083334761,Derek Aguiar,38,9,US,https://api.openalex.org/works?filter=author.id:A5083334761
A5013303283,Chi-Hsiu Lu,1,1,TW,https://api.openalex.org/works?filter=author.id:A5013303283
A5006314379,Anastasia Kozyreva,37,13,DE,https://api.openalex.org/works?filter=author.id:A5006314379
A5080505346,Blue Lerner,4,2,US,https://api.openalex.org/works?filter=author.id:A5080505346
A5012994458,Ankita Gupta,203,20,IN,https://api.openalex.org/works?filter=author.id:A5012994458
A5067206551,Sebastiano Bontorin,11,3,IT,https://api.openalex.org/works?filter=author.id:A5067206551
A5068960692,Soroush Saghafian,111,21,US,https://api.openalex.org/works?filter=author.id:A5068960692
A5081114479,Likun Cao,25,13,CN,https://api.openalex.org/works?filter=author.id:A5081114479
A5044944954,Lyle Ungar,629,83,US,https://api.openalex.org/works?filter=author.id:A5044944954
A5018129441,Yasir Zaki,127,16,US,https://api.openalex.org/works?filter=author.id:A5018129441
A5011277325,Hideo Yasumoto,11,6,JP,https://api.openalex.org/works?filter=author.id:A5011277325
A5025745021,Hyejin Youn,55,18,CA,https://api.openalex.org/works?filter=author.id:A5025745021
A5024866661,Joshua Grossman,52,8,US,https://api.openalex.org/works?filter=author.id:A5024866661
A5088248579,Shahan Ali Memon,30,7,US,https://api.openalex.org/works?filter=author.id:A5088248579
A5089082846,Julia Witte Zimmerman,7,2,US,https://api.openalex.org/works?filter=author.id:A5089082846
A5013134790,Jun Luo,488,105,CN,https://api.openalex.org/works?filter=author.id:A5013134790
A5039072983,Aaron Schein,39,8,US,https://api.openalex.org/works?filter=author.id:A5039072983
A5101776956,Jiayi Zhu,144,28,CN,https://api.openalex.org/works?filter=author.id:A5101776956
A5016014168,Maxime Derex,42,15,FR,https://api.openalex.org/works?filter=author.id:A5016014168
A5043382223,Babak Hemmatian,31,4,US,https://api.openalex.org/works?filter=author.id:A5043382223
A5017688180,Julian Nyarko,48,9,US,https://api.openalex.org/works?filter=author.id:A5017688180
A5012939002,Myra Cheng,22,7,US,https://api.openalex.org/works?filter=author.id:A5012939002
A5079825006,Thomas W. Malone,245,60,US,https://api.openalex.org/works?filter=author.id:A5079825006
A5052717630,Hiroki Sayama,341,36,JP,https://api.openalex.org/works?filter=author.id:A5052717630
A5093136190,Melih Can Yardı,6,1,TR,https://api.openalex.org/works?filter=author.id:A5093136190
A5022685582,Georg Ahnert,4,1,DE,https://api.openalex.org/works?filter=author.id:A5022685582
A5012164081,Haoning Xue,15,4,US,https://api.openalex.org/works?filter=author.id:A5012164081
A5046036512,Kazutoshi Sasahara,128,16,JP,https://api.openalex.org/works?filter=author.id:A5046036512
A5102962995,Munmun De Choudhury,276,60,US,https://api.openalex.org/works?filter=author.id:A5102962995
A5088988677,Donghyeon Seo,5,3,KR,https://api.openalex.org/works?filter=author.id:A5088988677
A5002041772,Dashun Wang,158,34,US,https://api.openalex.org/works?filter=author.id:A5002041772
A5006251372,Jonas A. Schlicht,1,1,NL,https://api.openalex.org/works?filter=author.id:A5006251372
A5100685049,Hao Xu,111,34,US,https://api.openalex.org/works?filter=author.id:A5100685049
A5069298278,Davide Longo,10,4,GB,https://api.openalex.org/works?filter=author.id:A5069298278
A5053945884,Emma S. Spiro,82,24,US,https://api.openalex.org/works?filter=author.id:A5053945884
A5112067144,Xiaozhen Wu,53,19,CN,https://api.openalex.org/works?filter=author.id:A5112067144
A5010564893,Nathan TeBlunthuis,53,6,US,https://api.openalex.org/works?filter=author.id:A5010564893
A5056499434,David G. Rand,510,90,US,https://api.openalex.org/works?filter=author.id:A5056499434
A5073249931,Muhammad ElNokrashy,21,3,DE,https://api.openalex.org/works?filter=author.id:A5073249931
A5016665259,Ryo Sasaki,200,22,JP,https://api.openalex.org/works?filter=author.id:A5016665259
A5043131201,Misha Teplitskiy,49,11,US,https://api.openalex.org/works?filter=author.id:A5043131201
A5041299495,James W. Crissman,25,13,JP,https://api.openalex.org/works?filter=author.id:A5041299495
A5011168888,Homa Hosseinmardi,21,12,US,https://api.openalex.org/works?filter=author.id:A5011168888
A5063065481,Josephine Lukito,55,16,US,https://api.openalex.org/works?filter=author.id:A5063065481
A5050101991,Martin Hilbert,159,26,US,https://api.openalex.org/works?filter=author.id:A5050101991
A5091610280,Carl Colglazier,4,1,US,https://api.openalex.org/works?filter=author.id:A5091610280
A5112979870,Achim Edelmann,3,1,DE,https://api.openalex.org/works?filter=author.id:A5112979870
A5034406723,Luca Maria Aiello,228,36,IT,https://api.openalex.org/works?filter=author.id:A5034406723
A5054308726,Bernardo García Bulle Bueno,14,5,US,https://api.openalex.org/works?filter=author.id:A5054308726
A5028529542,Samantha C. Phillips,16,2,US,https://api.openalex.org/works?filter=author.id:A5028529542
A5079740733,Praveen Kumar,282,54,US,https://api.openalex.org/works?filter=author.id:A5079740733
A5087692270,Tom Griffiths,152,18,US,https://api.openalex.org/works?filter=author.id:A5087692270
A5112752610,Yilang Peng,34,11,US,https://api.openalex.org/works?filter=author.id:A5112752610
A5011455638,Stefania Ionescu,10,2,CH,https://api.openalex.org/works?filter=author.id:A5011455638
A5059969678,Liam Dugan,32,6,US,https://api.openalex.org/works?filter=author.id:A5059969678
A5023509726,Gian Maria Campedelli,65,12,IT,https://api.openalex.org/works?filter=author.id:A5023509726
A5079213654,Dilrukshi Gamage,50,14,JP,https://api.openalex.org/works?filter=author.id:A5079213654
A5073734735,Daniel Matter,30,8,DE,https://api.openalex.org/works?filter=author.id:A5073734735
A5087795032,Sadamori Kojaku,34,10,US,https://api.openalex.org/works?filter=author.id:A5087795032
A5034490805,Rahul Bhui,43,11,US,https://api.openalex.org/works?filter=author.id:A5034490805
A5067816317,Renée DiResta,54,15,US,https://api.openalex.org/works?filter=author.id:A5067816317
A5041202312,Isamar Troncoso,11,5,US,https://api.openalex.org/works?filter=author.id:A5041202312
A5101887016,Marjan Hosseini,24,8,IR,https://api.openalex.org/works?filter=author.id:A5101887016
A5100410733,Xiaohui Wang,606,67,CN,https://api.openalex.org/works?filter=author.id:A5100410733
A5003974631,Yuanyuan Wu,92,27,CN,https://api.openalex.org/works?filter=author.id:A5003974631
A5020702662,Tasuku Igarashi,80,12,JP,https://api.openalex.org/works?filter=author.id:A5020702662
A5114281370,Işık Topçu,1,1,TR,https://api.openalex.org/works?filter=author.id:A5114281370
A5100380042,Jiayu Chen,328,42,CN,https://api.openalex.org/works?filter=author.id:A5100380042
A5066187890,Andrea Passerini,239,28,IT,https://api.openalex.org/works?filter=author.id:A5066187890
A5068785814,Wakaba Tateishi,2,0,JP,https://api.openalex.org/works?filter=author.id:A5068785814
A5004596083,Fırat Duruşan,20,5,TR,https://api.openalex.org/works?filter=author.id:A5004596083
A5100429494,Wonjae Lee,149,20,KR,https://api.openalex.org/works?filter=author.id:A5100429494
A5011857931,Bhargav Srinivasa Desikan,20,6,CH,https://api.openalex.org/works?filter=author.id:A5011857931
A5025112887,Artem Kuriksha,5,2,US,https://api.openalex.org/works?filter=author.id:A5025112887
A5086524212,Danaë Metaxa,35,12,US,https://api.openalex.org/works?filter=author.id:A5086524212
A5091751818,Volker Stocker,74,8,DE,https://api.openalex.org/works?filter=author.id:A5091751818
A5113886631,Abigail L. Horn,25,8,US,https://api.openalex.org/works?filter=author.id:A5113886631
A5008606959,Maria Elizabeth Grabe,85,25,US,https://api.openalex.org/works?filter=author.id:A5008606959
A5046927655,Fabian Baumann,56,15,DE,https://api.openalex.org/works?filter=author.id:A5046927655
A5058732791,Andreas Bjerre-Nielsen,33,8,DK,https://api.openalex.org/works?filter=author.id:A5058732791
A5059953820,Bella Struminskaya,55,11,NL,https://api.openalex.org/works?filter=author.id:A5059953820
A5040250751,Xingyun Wu,10,6,CN,https://api.openalex.org/works?filter=author.id:A5040250751
A5002187701,Jaideep Srivastava,541,50,US,https://api.openalex.org/works?filter=author.id:A5002187701
A5065544460,Attila Varga,211,30,HU,https://api.openalex.org/works?filter=author.id:A5065544460
A5018646665,Hope Schroeder,7,2,US,https://api.openalex.org/works?filter=author.id:A5018646665
A5023926294,Allison Wan,2,0,US,https://api.openalex.org/works?filter=author.id:A5023926294
A5043985975,Yixin Dai,26,11,CN,https://api.openalex.org/works?filter=author.id:A5043985975
A5035107313,Joshua Garland,80,15,US,https://api.openalex.org/works?filter=author.id:A5035107313
A5066147862,Jen‐Hao Chen,95,25,TW,https://api.openalex.org/works?filter=author.id:A5066147862
A5100329996,Xi Chen,2106,102,CN,https://api.openalex.org/works?filter=author.id:A5100329996
A5043406907,Jiahong Yuan,104,22,CN,https://api.openalex.org/works?filter=author.id:A5043406907
A5082283204,Panayiotis Smeros,20,6,CH,https://api.openalex.org/works?filter=author.id:A5082283204
A5003701992,Emma Wang,6,3,US,https://api.openalex.org/works?filter=author.id:A5003701992
A5004065350,Yangwang Fang,76,9,CN,https://api.openalex.org/works?filter=author.id:A5004065350
A5073754797,Timothy M. LaPira,29,12,US,https://api.openalex.org/works?filter=author.id:A5073754797
A5056889621,Dan Svirsky,16,5,US,https://api.openalex.org/works?filter=author.id:A5056889621
A5004327296,Yangliu Fan,4,1,DK,https://api.openalex.org/works?filter=author.id:A5004327296
A5100334733,Yuan Yuan,1191,80,CN,https://api.openalex.org/works?filter=author.id:A5100334733
A5042789799,George Wood,7,6,US,https://api.openalex.org/works?filter=author.id:A5042789799
A5007166081,Ichiro Sakata,129,34,JP,https://api.openalex.org/works?filter=author.id:A5007166081
A5089384499,Matthew Edwards,185,45,US,https://api.openalex.org/works?filter=author.id:A5089384499
A5028932589,Akira Gotō,559,44,JP,https://api.openalex.org/works?filter=author.id:A5028932589
A5047413956,Levin Brinkmann,7,3,DE,https://api.openalex.org/works?filter=author.id:A5047413956
A5100406825,Xinxin Wang,249,33,CN,https://api.openalex.org/works?filter=author.id:A5100406825
A5020614234,Kehang Zhu,9,3,US,https://api.openalex.org/works?filter=author.id:A5020614234
A5072568295,Jeanine M. Buchanich,129,22,US,https://api.openalex.org/works?filter=author.id:A5072568295
A5101854927,Hazem Ibrahim,25,12,FI,https://api.openalex.org/works?filter=author.id:A5101854927
A5067319603,Reid McIlroy-Young,13,6,CA,https://api.openalex.org/works?filter=author.id:A5067319603
A5111253375,Min-heng Wang,2,1,US,https://api.openalex.org/works?filter=author.id:A5111253375
A5000725697,Joanna Strycharz,49,14,NL,https://api.openalex.org/works?filter=author.id:A5000725697
A5069671758,Ivano Bison,43,12,IT,https://api.openalex.org/works?filter=author.id:A5069671758
A5045607021,Calvin Isch,22,5,US,https://api.openalex.org/works?filter=author.id:A5045607021
A5058593348,Jared R. Curhan,65,18,US,https://api.openalex.org/works?filter=author.id:A5058593348
A5037923102,Niek C. de Schipper,11,5,NL,https://api.openalex.org/works?filter=author.id:A5037923102
A5085921946,Keyon Vafa,33,5,US,https://api.openalex.org/works?filter=author.id:A5085921946
A5081756270,Steven E. Finkel,83,36,US,https://api.openalex.org/works?filter=author.id:A5081756270
A5059223686,Riccardo Gallotti,80,19,IT,https://api.openalex.org/works?filter=author.id:A5059223686
A5077537901,David Joachim Grüning,129,9,DE,https://api.openalex.org/works?filter=author.id:A5077537901
A5040094074,Woo‐Sung Jung,170,25,KR,https://api.openalex.org/works?filter=author.id:A5040094074
A5074372343,Nobuhito Abe,137,27,JP,https://api.openalex.org/works?filter=author.id:A5074372343
A5070019023,Mengyi Sun,34,11,FI,https://api.openalex.org/works?filter=author.id:A5070019023
A5011919726,Oren Tsur,60,15,IL,https://api.openalex.org/works?filter=author.id:A5011919726
A5115084151,Inessa De Angelis,1,0,CA,https://api.openalex.org/works?filter=author.id:A5115084151
A5045331047,Hang Jiang,138,26,CN,https://api.openalex.org/works?filter=author.id:A5045331047
A5054348632,Ákos Huszár,31,5,HU,https://api.openalex.org/works?filter=author.id:A5054348632
A5100714698,Meiling Li,152,28,US,https://api.openalex.org/works?filter=author.id:A5100714698
A5066730320,J. Nathan Matias,63,13,US,https://api.openalex.org/works?filter=author.id:A5066730320
A5058457102,Ayan-Yue Gupta,22,2,GB,https://api.openalex.org/works?filter=author.id:A5058457102
A5040503702,Julia Hsin-Ping Hsu,2,0,US,https://api.openalex.org/works?filter=author.id:A5040503702
A5035084501,Jason C. Coronel,27,9,US,https://api.openalex.org/works?filter=author.id:A5035084501
A5026128402,Zituo Wang,7,4,US,https://api.openalex.org/works?filter=author.id:A5026128402
A5078665583,Isaac Slaughter,6,2,US,https://api.openalex.org/works?filter=author.id:A5078665583
A5070124321,Mark Lovett,3,2,US,https://api.openalex.org/works?filter=author.id:A5070124321
A5086011172,Agnieszka Czaplicka,19,7,DE,https://api.openalex.org/works?filter=author.id:A5086011172
A5021905307,Axel Peytavin,17,3,NL,https://api.openalex.org/works?filter=author.id:A5021905307
A5056524083,Pablo M. Flores,8,3,US,https://api.openalex.org/works?filter=author.id:A5056524083
A5086655976,Anne-Marie Nußberger,23,8,GB,https://api.openalex.org/works?filter=author.id:A5086655976
A5002746694,Ken J. Nixon,82,11,ZA,https://api.openalex.org/works?filter=author.id:A5002746694
A5112943904,Felix Patrick Sedgwick Wallis,1,0,GB,https://api.openalex.org/works?filter=author.id:A5112943904
A5107825540,Philippe Desprès,80,45,RE,https://api.openalex.org/works?filter=author.id:A5107825540
A5113279801,Szilvia Rudas,2,1,HU,https://api.openalex.org/works?filter=author.id:A5113279801
A5100393445,Yixin Chen,306,45,CN,https://api.openalex.org/works?filter=author.id:A5100393445
A5010879920,Mattia Samory,57,13,IT,https://api.openalex.org/works?filter=author.id:A5010879920
A5049679668,Ethan Zuckerman,78,20,US,https://api.openalex.org/works?filter=author.id:A5049679668
A5054574752,Kai‐Cheng Yang,122,20,US,https://api.openalex.org/works?filter=author.id:A5054574752
A5061970875,Sam Zhang,645,68,CN,https://api.openalex.org/works?filter=author.id:A5061970875
A5063223563,Paramveer S. Dhillon,69,17,US,https://api.openalex.org/works?filter=author.id:A5063223563
A5113461179,Jungmin Han,20,10,KR,https://api.openalex.org/works?filter=author.id:A5113461179
A5001887300,Mateusz Nurek,8,2,PL,https://api.openalex.org/works?filter=author.id:A5001887300
A5048877432,Bruno Lepri,345,47,IT,https://api.openalex.org/works?filter=author.id:A5048877432
A5028187016,Tom Wilson,266,29,AU,https://api.openalex.org/works?filter=author.id:A5028187016
A5046542764,Eric Malmi,84,21,US,https://api.openalex.org/works?filter=author.id:A5046542764
A5074486542,Eirliani Abdul Rahman,4,0,KE,https://api.openalex.org/works?filter=author.id:A5074486542
A5039966234,Francisco Barreras,24,3,US,https://api.openalex.org/works?filter=author.id:A5039966234
A5053835888,Aparna Ananthasubramaniam,15,3,US,https://api.openalex.org/works?filter=author.id:A5053835888
A5015171883,JungHwan Yang,61,16,US,https://api.openalex.org/works?filter=author.id:A5015171883
A5004488211,Jiacheng Huang,158,21,CN,https://api.openalex.org/works?filter=author.id:A5004488211
A5054123580,Heleen Janssen,30,10,NL,https://api.openalex.org/works?filter=author.id:A5054123580
A5075756309,Takahiro Yabe,91,19,US,https://api.openalex.org/works?filter=author.id:A5075756309
A5011195481,Manoel Horta Ribeiro,113,14,CH,https://api.openalex.org/works?filter=author.id:A5011195481
A5008373524,Trisevgeni Papakonstantinou,14,3,GB,https://api.openalex.org/works?filter=author.id:A5008373524
A5113036723,Mailun Zhang,2,1,US,https://api.openalex.org/works?filter=author.id:A5113036723
A5056247832,Chloe Ahn,4,3,US,https://api.openalex.org/works?filter=author.id:A5056247832
A5103986653,Debarati Das,28,10,IN,https://api.openalex.org/works?filter=author.id:A5103986653
A5032381602,Gabriella M. Harari,96,26,US,https://api.openalex.org/works?filter=author.id:A5032381602
A5028790767,Manita Jangid,16,3,IT,https://api.openalex.org/works?filter=author.id:A5028790767
A5051794103,Richard McElreath,259,54,DE,https://api.openalex.org/works?filter=author.id:A5051794103
A5029821479,Salvatore Giorgi,129,21,US,https://api.openalex.org/works?filter=author.id:A5029821479
A5006208781,Yu Zhou,308,57,CN,https://api.openalex.org/works?filter=author.id:A5006208781
A5074624254,Armin Shams,6,1,IE,https://api.openalex.org/works?filter=author.id:A5074624254
A5089413311,Diyi Yang,321,42,US,https://api.openalex.org/works?filter=author.id:A5089413311
A5006335513,Jinghui Chen,140,19,CN,https://api.openalex.org/works?filter=author.id:A5006335513
A5004671843,Leonor Maria Pacheco Santos,244,37,BR,https://api.openalex.org/works?filter=author.id:A5004671843
A5013327023,Munjung Kim,4,1,US,https://api.openalex.org/works?filter=author.id:A5013327023
A5055926787,Guangyuan Weng,34,5,CN,https://api.openalex.org/works?filter=author.id:A5055926787
A5077793804,Zhuoxin Lu,31,12,CN,https://api.openalex.org/works?filter=author.id:A5077793804
A5052536455,Mohsen Mosleh,100,25,US,https://api.openalex.org/works?filter=author.id:A5052536455
A5091158444,Louis M. Chu,102,25,US,https://api.openalex.org/works?filter=author.id:A5091158444
A5017534262,David A. Lagnado,253,41,GB,https://api.openalex.org/works?filter=author.id:A5017534262
A5087586854,Jisung Yoon,31,5,KR,https://api.openalex.org/works?filter=author.id:A5087586854
A5040192490,Arianna Pera,7,2,DK,https://api.openalex.org/works?filter=author.id:A5040192490
A5026721037,Jennifer Allen,77,24,DE,https://api.openalex.org/works?filter=author.id:A5026721037
A5010053907,Mohsen Bahrami,29,16,IR,https://api.openalex.org/works?filter=author.id:A5010053907
A5015670174,Masahiro Kazama,45,11,US,https://api.openalex.org/works?filter=author.id:A5015670174
A5027112658,Sijia Yang,75,16,CN,https://api.openalex.org/works?filter=author.id:A5027112658
A5067073060,Valerie Hase,45,10,DE,https://api.openalex.org/works?filter=author.id:A5067073060
A5111567842,Geoffrey B. West,296,59,US,https://api.openalex.org/works?filter=author.id:A5111567842
A5064591138,Angelita Repetto,4,1,US,https://api.openalex.org/works?filter=author.id:A5064591138
A5029882049,Scott A. Hale,203,28,GB,https://api.openalex.org/works?filter=author.id:A5029882049
A5024623417,Ross Dahlke,12,4,US,https://api.openalex.org/works?filter=author.id:A5024623417
A5030740380,Koichi Onoue,26,7,HK,https://api.openalex.org/works?filter=author.id:A5030740380
A5033787208,Sze-Yuh Nina Wang,8,4,US,https://api.openalex.org/works?filter=author.id:A5033787208
A5033543507,Baird Howland,6,4,US,https://api.openalex.org/works?filter=author.id:A5033543507
A5034550396,Brennan Klein,64,14,US,https://api.openalex.org/works?filter=author.id:A5034550396
A5067807487,Emma Pierson,103,23,US,https://api.openalex.org/works?filter=author.id:A5067807487
A5028165426,Mary Elizabeth Sutherland,36,7,CL,https://api.openalex.org/works?filter=author.id:A5028165426
A5047517174,Brooke Foucault Welles,75,20,US,https://api.openalex.org/works?filter=author.id:A5047517174
A5030115153,Unchitta Kan,10,2,US,https://api.openalex.org/works?filter=author.id:A5030115153
A5005775991,Xinlan Emily Hu,6,2,US,https://api.openalex.org/works?filter=author.id:A5005775991
A5076638374,Shun Kishimoto,120,19,US,https://api.openalex.org/works?filter=author.id:A5076638374
A5084148692,Elliot E. Pickens,2,1,GB,https://api.openalex.org/works?filter=author.id:A5084148692
A5011604176,Ozan Kuru,36,11,SG,https://api.openalex.org/works?filter=author.id:A5011604176
A5017683985,Qing Guan,53,18,CN,https://api.openalex.org/works?filter=author.id:A5017683985
A5038976962,Albert‐László Barabási,667,154,US,https://api.openalex.org/works?filter=author.id:A5038976962
A5104469176,Guillaume Falmagne,1,1,FR,https://api.openalex.org/works?filter=author.id:A5104469176
A5060834533,Ksenia Mukhina,56,8,EE,https://api.openalex.org/works?filter=author.id:A5060834533
A5038991027,Sam J. Maglio,70,21,CA,https://api.openalex.org/works?filter=author.id:A5038991027
A5015866712,Ekaterina Landgren,10,1,US,https://api.openalex.org/works?filter=author.id:A5015866712
A5064274071,David Kempe,192,44,US,https://api.openalex.org/works?filter=author.id:A5064274071
A5092972999,Elham Shamloo Aghakhani,1,1,IR,https://api.openalex.org/works?filter=author.id:A5092972999
A5100435139,Jingwen Zhang,401,47,CN,https://api.openalex.org/works?filter=author.id:A5100435139
A5104939473,Luigi Arminio,5,1,DK,https://api.openalex.org/works?filter=author.id:A5104939473
A5014435955,Sunny Rai,40,7,US,https://api.openalex.org/works?filter=author.id:A5014435955
A5025356846,Ishaan Gupta,100,18,IN,https://api.openalex.org/works?filter=author.id:A5025356846
A5016057473,Henrik Olsson,203,36,AT,https://api.openalex.org/works?filter=author.id:A5016057473
A5058051316,Oleg Urminsky,168,18,US,https://api.openalex.org/works?filter=author.id:A5058051316
A5076690603,Giulia Martini,200,28,IT,https://api.openalex.org/works?filter=author.id:A5076690603
A5100397455,Yang Yang,676,146,US,https://api.openalex.org/works?filter=author.id:A5100397455
A5103873055,Thomas H. Li,58,16,CN,https://api.openalex.org/works?filter=author.id:A5103873055
A5029768249,Yong Li,3641,80,CN,https://api.openalex.org/works?filter=author.id:A5029768249
A5020846103,Nanum Jeon,6,2,US,https://api.openalex.org/works?filter=author.id:A5020846103
A5089352715,Sebastián Felipe Villamizar-Santamaría,20,4,US,https://api.openalex.org/works?filter=author.id:A5089352715
A5075302056,Mona Sloane,50,9,US,https://api.openalex.org/works?filter=author.id:A5075302056
A5072186861,Carolina Coimbra Vieira,21,4,DE,https://api.openalex.org/works?filter=author.id:A5072186861
A5010577211,Dehao Zhang,2,1,CN,https://api.openalex.org/works?filter=author.id:A5010577211
A5037938374,Alessandro Piazza,85,18,IT,https://api.openalex.org/works?filter=author.id:A5037938374
A5005421447,Yi Yang,1157,130,CN,https://api.openalex.org/works?filter=author.id:A5005421447
A5042355795,Matthew Groh,61,15,US,https://api.openalex.org/works?filter=author.id:A5042355795
A5112115078,Runsheng Huang,59,12,CN,https://api.openalex.org/works?filter=author.id:A5112115078
A5016589479,Luca Rossi,222,28,IT,https://api.openalex.org/works?filter=author.id:A5016589479
A5022729086,Bijin Joseph,5,2,IN,https://api.openalex.org/works?filter=author.id:A5022729086
A5071586190,Tiziano Piccardi,56,9,US,https://api.openalex.org/works?filter=author.id:A5071586190
A5005121779,Daniel Rock,25,14,US,https://api.openalex.org/works?filter=author.id:A5005121779
A5041494411,Eugene Jang,46,17,US,https://api.openalex.org/works?filter=author.id:A5041494411
A5031039880,Kristina Gligorić,52,9,US,https://api.openalex.org/works?filter=author.id:A5031039880
A5006559598,David M. Kent,441,67,US,https://api.openalex.org/works?filter=author.id:A5006559598
A5057083249,Michelle Vaccaro,8,3,US,https://api.openalex.org/works?filter=author.id:A5057083249
A5074089902,Saskia de Pee,230,49,IT,https://api.openalex.org/works?filter=author.id:A5074089902
A5015080044,Sune Lehmann,213,43,DK,https://api.openalex.org/works?filter=author.id:A5015080044
A5063365763,Yukun Yang,91,28,CN,https://api.openalex.org/works?filter=author.id:A5063365763
A5063837575,Przemyslaw A. Grabowicz,53,13,US,https://api.openalex.org/works?filter=author.id:A5063837575
A5102318346,Xueyan Gao,47,11,CN,https://api.openalex.org/works?filter=author.id:A5102318346
A5082554858,Akira Matsui,637,53,JP,https://api.openalex.org/works?filter=author.id:A5082554858
A5025211180,Andrea Forte,150,32,US,https://api.openalex.org/works?filter=author.id:A5025211180
A5033574079,Piotr Sapieżyński,63,20,US,https://api.openalex.org/works?filter=author.id:A5033574079
A5067333764,Firman M. Firmansyah,21,6,US,https://api.openalex.org/works?filter=author.id:A5067333764
A5101922300,Stephanie Wang,69,11,US,https://api.openalex.org/works?filter=author.id:A5101922300
A5074705403,Sagar Kumar,49,10,PK,https://api.openalex.org/works?filter=author.id:A5074705403
A5011820318,Cynthia Dwork,257,76,IN,https://api.openalex.org/works?filter=author.id:A5011820318
A5060864902,Atom Sonoda,11,2,JP,https://api.openalex.org/works?filter=author.id:A5060864902
A5003148044,Max Song,1,1,HK,https://api.openalex.org/works?filter=author.id:A5003148044
A5028191957,Junsol Kim,15,5,US,https://api.openalex.org/works?filter=author.id:A5028191957
A5036535243,Burak Özturan,30,4,TR,https://api.openalex.org/works?filter=author.id:A5036535243
A5112838150,Badr AlKhamissi,35,7,CH,https://api.openalex.org/works?filter=author.id:A5112838150
A5026370090,Zack W. Almquist,77,15,US,https://api.openalex.org/works?filter=author.id:A5026370090
A5011056883,Jessica Bo Li Lu,32,11,US,https://api.openalex.org/works?filter=author.id:A5011056883
A5002658913,Yair Rubinstein,7,4,IL,https://api.openalex.org/works?filter=author.id:A5002658913
